teamLogo;teamName;teamAbbrev;gamesPlayed;points;wins;losses;otLosses;ties;goalFor;goalAgainst;goalsForPctg;homeGamesPlayed;homePoints;homeWins;homeLosses;homeOtLosses;homeTies;homeGoalsFor;homeGoalsAgainst;roadGamesPlayed;roadPoints;roadWins;roadLosses;roadOtLosses;roadTies;roadGoalsFor;roadGoalsAgainst
https://assets.nhle.com/logos/nhl/svg/WPG_light.svg ;Winnipeg Jets;WPG;82;116;56;22;4;0;277;191;3.378049;41;64;30;7;4;0;139;81;41;52;26;15;0;0;138;110
https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg ;Washington Capitals;WSH;82;111;51;22;9;0;288;232;3.512195;41;58;26;9;6;0;153;119;41;53;25;13;3;0;135;113
https://assets.nhle.com/logos/nhl/svg/VGK_light.svg ;Vegas Golden Knights;VGK;82;110;50;22;10;0;275;219;3.353659;41;61;29;9;3;0;147;100;41;49;21;13;7;0;128;119
https://assets.nhle.com/logos/nhl/svg/TOR_light.svg ;Toronto Maple Leafs;TOR;82;108;52;26;4;0;268;231;3.268293;41;55;27;13;1;0;129;104;41;53;25;13;3;0;139;127
https://assets.nhle.com/logos/nhl/svg/DAL_light.svg ;Dallas Stars;DAL;82;106;50;26;6;0;277;224;3.378049;41;59;28;10;3;0;141;103;41;47;22;16;3;0;136;121
https://assets.nhle.com/logos/nhl/svg/LAK_light.svg ;Los Angeles Kings;LAK;82;105;48;25;9;0;250;206;3.04878;41;66;31;6;4;0;143;84;41;39;17;19;5;0;107;122
https://assets.nhle.com/logos/nhl/svg/TBL_light.svg ;Tampa Bay Lightning;TBL;82;102;47;27;8;0;294;219;3.585366;41;62;29;8;4;0;161;93;41;40;18;19;4;0;133;126
https://assets.nhle.com/logos/nhl/svg/COL_light.svg ;Colorado Avalanche;COL;82;102;49;29;4;0;277;234;3.378049;41;55;26;12;3;0;145;115;41;47;23;17;1;0;132;119
https://assets.nhle.com/logos/nhl/svg/EDM_light.svg ;Edmonton Oilers;EDM;82;101;48;29;5;0;259;236;3.158537;41;53;25;13;3;0;134;121;41;48;23;16;2;0;125;115
https://assets.nhle.com/logos/nhl/svg/CAR_light.svg ;Carolina Hurricanes;CAR;82;99;47;30;5;0;266;233;3.243902;41;63;31;9;1;0;155;101;41;36;16;21;4;0;111;132
https://assets.nhle.com/logos/nhl/svg/FLA_light.svg ;Florida Panthers;FLA;82;98;47;31;4;0;252;223;3.073171;41;56;27;12;2;0;130;99;41;42;20;19;2;0;122;124
https://assets.nhle.com/logos/nhl/svg/OTT_light.svg ;Ottawa Senators;OTT;82;97;45;30;7;0;243;234;2.963415;41;57;27;11;3;0;139;113;41;40;18;19;4;0;104;121
https://assets.nhle.com/logos/nhl/svg/MIN_light.svg ;Minnesota Wild;MIN;82;97;45;30;7;0;228;239;2.780488;41;46;22;17;2;0;111;124;41;51;23;13;5;0;117;115
https://assets.nhle.com/logos/nhl/svg/STL_20082009-20242025_light.svg ;St. Louis Blues;STL;82;96;44;30;8;0;254;233;3.097561;41;51;24;14;3;0;134;110;41;45;20;16;5;0;120;123
https://assets.nhle.com/logos/nhl/svg/CGY_light.svg ;Calgary Flames;CGY;82;96;41;27;14;0;225;238;2.743902;41;52;23;12;6;0;122;113;41;44;18;15;8;0;103;125
https://assets.nhle.com/logos/nhl/svg/NJD_light.svg ;New Jersey Devils;NJD;82;91;42;33;7;0;242;222;2.95122;41;43;19;17;5;0;118;113;41;48;23;16;2;0;124;109
https://assets.nhle.com/logos/nhl/svg/MTL_light.svg ;Montréal Canadiens;MTL;82;91;40;31;11;0;245;265;2.987805;41;52;23;12;6;0;125;126;41;39;17;19;5;0;120;139
https://assets.nhle.com/logos/nhl/svg/VAN_light.svg ;Vancouver Canucks;VAN;82;90;38;30;14;0;236;253;2.878049;41;42;17;16;8;0;112;128;41;48;21;14;6;0;124;125
https://assets.nhle.com/logos/nhl/svg/UTA_20242025-20242025_light.svg ;Utah Hockey Club;UTA;82;89;38;31;13;0;241;251;2.939024;41;44;18;15;8;0;118;119;41;45;20;16;5;0;123;132
https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg ;Columbus Blue Jackets;CBJ;82;89;40;33;9;0;273;268;3.329268;41;57;26;10;5;0;165;124;41;32;14;23;4;0;108;144
https://assets.nhle.com/logos/nhl/svg/DET_light.svg ;Detroit Red Wings;DET;82;86;39;35;8;0;238;259;2.902439;41;47;22;16;3;0;128;125;41;39;17;19;5;0;110;134
https://assets.nhle.com/logos/nhl/svg/NYR_light.svg ;New York Rangers;NYR;82;85;39;36;7;0;256;255;3.121951;41;41;19;19;3;0;119;127;41;44;20;17;4;0;137;128
https://assets.nhle.com/logos/nhl/svg/NYI_light.svg ;New York Islanders;NYI;82;82;35;35;12;0;224;260;2.731707;41;43;19;17;5;0;115;131;41;39;16;18;7;0;109;129
https://assets.nhle.com/logos/nhl/svg/PIT_light.svg ;Pittsburgh Penguins;PIT;82;80;34;36;12;0;243;293;2.963415;41;47;21;15;5;0;132;144;41;33;13;21;7;0;111;149
https://assets.nhle.com/logos/nhl/svg/ANA_light.svg ;Anaheim Ducks;ANA;82;80;35;37;10;0;221;263;2.695122;41;44;21;18;2;0;123;128;41;36;14;19;8;0;98;135
