game_id,date,season,game_type,home_team,home_score,away_team,away_score
2015020051,2015-10-15,20152016,2,PIT,2,OTT,0
2015020052,2015-10-15,20152016,2,WSH,4,CHI,1
2015020053,2015-10-15,20152016,2,MTL,3,NYR,0
2015020054,2015-10-15,20152016,2,TBL,3,DAL,5
2015020055,2015-10-15,20152016,2,FLA,3,BUF,2
2015020056,2015-10-15,20152016,2,EDM,2,STL,4
2015020057,2015-10-15,20152016,2,ARI,3,MIN,4
2015020058,2015-10-16,20152016,2,NJD,1,SJS,2
2015020059,2015-10-16,20152016,2,CBJ,3,TOR,6
2015020060,2015-10-16,20152016,2,DET,3,CAR,5
2015020061,2015-10-16,20152016,2,WPG,3,CGY,1
2015020062,2015-10-16,20152016,2,VAN,3,STL,4
2015020063,2015-10-16,20152016,2,ANA,0,COL,3
2015020064,2015-10-16,20152016,2,LAK,2,MIN,1
2015020065,2015-10-17,20152016,2,MTL,4,DET,1
2015020066,2015-10-17,20152016,2,OTT,3,NSH,4
2015020067,2015-10-17,20152016,2,TBL,2,BUF,1
2015020068,2015-10-17,20152016,2,FLA,2,DAL,4
2015020069,2015-10-17,20152016,2,PIT,2,TOR,1
2015020070,2015-10-17,20152016,2,WSH,4,CAR,1
2015020071,2015-10-17,20152016,2,NYI,6,SJS,3
2015020072,2015-10-17,20152016,2,CHI,4,CBJ,1
2015020073,2015-10-17,20152016,2,CGY,2,EDM,5
2015020074,2015-10-17,20152016,2,ARI,3,BOS,5
2015020075,2015-10-18,20152016,2,NYR,1,NJD,2
2015020076,2015-10-18,20152016,2,WPG,2,STL,4
2015020077,2015-10-18,20152016,2,ANA,4,MIN,1
2015020078,2015-10-18,20152016,2,VAN,1,EDM,2
2015020079,2015-10-18,20152016,2,LAK,2,COL,1
2015020080,2015-10-19,20152016,2,NYR,4,SJS,0
2015020081,2015-10-20,20152016,2,NJD,3,ARI,2
2015020082,2015-10-20,20152016,2,PHI,1,DAL,2
2015020083,2015-10-20,20152016,2,PIT,3,FLA,2
2015020084,2015-10-20,20152016,2,CBJ,0,NYI,4
2015020085,2015-10-20,20152016,2,MTL,3,STL,0
2015020086,2015-10-20,20152016,2,NSH,5,TBL,4
2015020087,2015-10-20,20152016,2,CGY,2,WSH,6
2015020088,2015-10-21,20152016,2,BUF,2,TOR,1
2015020089,2015-10-21,20152016,2,BOS,4,PHI,5
2015020090,2015-10-21,20152016,2,EDM,3,DET,1
2015020091,2015-10-21,20152016,2,COL,0,CAR,1
2015020092,2015-10-22,20152016,2,NYR,4,ARI,1
2015020093,2015-10-22,20152016,2,PIT,1,DAL,4
2015020094,2015-10-22,20152016,2,OTT,4,NJD,5
2015020095,2015-10-22,20152016,2,NSH,5,ANA,1
2015020096,2015-10-22,20152016,2,MIN,3,CBJ,2
2015020097,2015-10-22,20152016,2,CHI,3,FLA,2
2015020098,2015-10-22,20152016,2,VAN,2,WSH,3
2015020099,2015-10-22,20152016,2,SJS,1,LAK,4
2015020100,2015-10-23,20152016,2,BUF,2,MTL,7
2015020101,2015-10-23,20152016,2,NYI,3,BOS,5
2015020102,2015-10-23,20152016,2,WPG,3,TBL,4
2015020103,2015-10-23,20152016,2,CGY,3,DET,2
2015020104,2015-10-23,20152016,2,EDM,4,WSH,7
2015020105,2015-10-23,20152016,2,LAK,3,CAR,0
2015020106,2015-10-24,20152016,2,MIN,3,ANA,0
2015020107,2015-10-24,20152016,2,BUF,3,NJD,4
2015020108,2015-10-24,20152016,2,MTL,5,TOR,3
2015020109,2015-10-24,20152016,2,OTT,1,ARI,4
2015020110,2015-10-24,20152016,2,PHI,3,NYR,2
2015020111,2015-10-24,20152016,2,STL,2,NYI,3
2015020112,2015-10-24,20152016,2,NSH,1,PIT,2
2015020113,2015-10-24,20152016,2,DAL,2,FLA,6
2015020114,2015-10-24,20152016,2,CHI,1,TBL,0
2015020115,2015-10-24,20152016,2,COL,3,CBJ,4
2015020116,2015-10-24,20152016,2,VAN,2,DET,3
2015020117,2015-10-24,20152016,2,SJS,5,CAR,2
2015020118,2015-10-25,20152016,2,WPG,5,MIN,4
2015020119,2015-10-25,20152016,2,NYR,4,CGY,1
2015020120,2015-10-25,20152016,2,EDM,2,LAK,3
2015020121,2015-10-26,20152016,2,NYI,4,CGY,0
2015020122,2015-10-26,20152016,2,TOR,3,ARI,4
2015020123,2015-10-26,20152016,2,CHI,1,ANA,0
2015020124,2015-10-27,20152016,2,BOS,6,ARI,0
2015020125,2015-10-27,20152016,2,NJD,1,CBJ,3
2015020126,2015-10-27,20152016,2,PHI,3,BUF,4
2015020127,2015-10-27,20152016,2,DET,1,CAR,3
2015020128,2015-10-27,20152016,2,FLA,4,COL,1
2015020129,2015-10-27,20152016,2,STL,2,TBL,0
2015020130,2015-10-27,20152016,2,MIN,4,EDM,3
2015020131,2015-10-27,20152016,2,WPG,1,LAK,4
2015020132,2015-10-27,20152016,2,DAL,4,ANA,3
2015020133,2015-10-27,20152016,2,VAN,5,MTL,1
2015020134,2015-10-28,20152016,2,OTT,5,CGY,4
2015020135,2015-10-28,20152016,2,WSH,1,PIT,3
2015020136,2015-10-28,20152016,2,SJS,1,NSH,2
2015020137,2015-10-29,20152016,2,NYI,2,CAR,3
2015020138,2015-10-29,20152016,2,PHI,1,NJD,4
2015020139,2015-10-29,20152016,2,PIT,4,BUF,3
2015020140,2015-10-29,20152016,2,TBL,1,COL,2
2015020141,2015-10-29,20152016,2,STL,2,ANA,1
2015020142,2015-10-29,20152016,2,WPG,3,CHI,1
2015020143,2015-10-29,20152016,2,DAL,4,VAN,3
2015020144,2015-10-29,20152016,2,EDM,4,MTL,3
2015020145,2015-10-30,20152016,2,BUF,3,PHI,1
2015020146,2015-10-30,20152016,2,NYR,3,TOR,1
2015020147,2015-10-30,20152016,2,WSH,2,CBJ,1
2015020148,2015-10-30,20152016,2,CAR,3,COL,2
2015020149,2015-10-30,20152016,2,DET,1,OTT,3
2015020150,2015-10-30,20152016,2,FLA,1,BOS,3
2015020151,2015-10-30,20152016,2,MIN,5,CHI,4
2015020152,2015-10-30,20152016,2,CGY,2,MTL,6
2015020153,2015-10-30,20152016,2,ARI,3,VAN,4
2015020154,2015-10-31,20152016,2,NJD,3,NYI,2
2015020155,2015-10-31,20152016,2,DAL,5,SJS,3
2015020156,2015-10-31,20152016,2,LAK,4,NSH,3
2015020157,2015-10-31,20152016,2,TOR,0,PIT,4
2015020158,2015-10-31,20152016,2,OTT,3,DET,5
2015020159,2015-10-31,20152016,2,TBL,1,BOS,3
2015020160,2015-10-31,20152016,2,FLA,1,WSH,2
2015020161,2015-10-31,20152016,2,CBJ,2,WPG,3
2015020162,2015-10-31,20152016,2,STL,3,MIN,2
2015020163,2015-10-31,20152016,2,EDM,4,CGY,5
2015020164,2015-11-01,20152016,2,COL,3,SJS,4
2015020165,2015-11-01,20152016,2,CAR,3,TBL,4
2015020166,2015-11-01,20152016,2,MTL,5,WPG,1
2015020167,2015-11-01,20152016,2,NYI,1,BUF,2
2015020168,2015-11-01,20152016,2,ANA,4,NSH,2
2015020169,2015-11-02,20152016,2,TOR,4,DAL,1
2015020170,2015-11-02,20152016,2,CHI,4,LAK,2
2015020171,2015-11-02,20152016,2,VAN,4,PHI,1
2015020172,2015-11-03,20152016,2,BOS,3,DAL,5
2015020173,2015-11-03,20152016,2,NYI,2,NJD,1
2015020174,2015-11-03,20152016,2,NYR,5,WSH,2
2015020175,2015-11-03,20152016,2,MTL,1,OTT,2
2015020176,2015-11-03,20152016,2,DET,2,TBL,1
2015020177,2015-11-03,20152016,2,STL,0,LAK,3
2015020178,2015-11-03,20152016,2,COL,6,CGY,3
2015020179,2015-11-03,20152016,2,EDM,4,PHI,2
2015020180,2015-11-03,20152016,2,SJS,2,CBJ,5
2015020181,2015-11-04,20152016,2,TOR,2,WPG,4
2015020182,2015-11-04,20152016,2,CHI,5,STL,6
2015020183,2015-11-04,20152016,2,VAN,2,PIT,3
2015020184,2015-11-04,20152016,2,ANA,3,FLA,2
2015020185,2015-11-05,20152016,2,BUF,1,TBL,4
2015020186,2015-11-05,20152016,2,WSH,4,BOS,1
2015020187,2015-11-05,20152016,2,MTL,4,NYI,1
2015020188,2015-11-05,20152016,2,OTT,3,WPG,2
2015020189,2015-11-05,20152016,2,MIN,2,NSH,3
2015020190,2015-11-05,20152016,2,CGY,2,PHI,1
2015020191,2015-11-05,20152016,2,ARI,4,COL,2
2015020192,2015-11-05,20152016,2,LAK,2,CBJ,3
2015020193,2015-11-05,20152016,2,SJS,5,FLA,2
2015020194,2015-11-06,20152016,2,TOR,1,DET,2
2015020195,2015-11-06,20152016,2,NJD,4,CHI,2
2015020196,2015-11-06,20152016,2,CAR,1,DAL,4
2015020197,2015-11-06,20152016,2,COL,1,NYR,2
2015020198,2015-11-06,20152016,2,EDM,1,PIT,2
2015020199,2015-11-06,20152016,2,ANA,4,CBJ,2
2015020200,2015-11-07,20152016,2,BUF,3,VAN,2
2015020201,2015-11-07,20152016,2,LAK,4,FLA,1
2015020202,2015-11-07,20152016,2,MTL,4,BOS,2
2015020203,2015-11-07,20152016,2,WSH,3,TOR,2
2015020204,2015-11-07,20152016,2,CAR,3,OTT,2
2015020205,2015-11-07,20152016,2,WPG,0,PHI,3
2015020206,2015-11-07,20152016,2,NSH,0,STL,4
2015020207,2015-11-07,20152016,2,MIN,1,TBL,0
2015020208,2015-11-07,20152016,2,ARI,1,NYR,4
2015020209,2015-11-07,20152016,2,CGY,5,PIT,2
2015020210,2015-11-07,20152016,2,SJS,0,ANA,1
2015020211,2015-11-08,20152016,2,DET,1,DAL,4
2015020212,2015-11-08,20152016,2,NJD,4,VAN,3
2015020213,2015-11-08,20152016,2,NYI,1,BOS,2
2015020214,2015-11-08,20152016,2,CHI,4,EDM,2
2015020215,2015-11-09,20152016,2,ANA,3,ARI,4
2015020216,2015-11-10,20152016,2,NJD,0,STL,2
2015020217,2015-11-10,20152016,2,NYR,3,CAR,0
2015020218,2015-11-10,20152016,2,PHI,0,COL,4
2015020219,2015-11-10,20152016,2,CBJ,3,VAN,5
2015020220,2015-11-10,20152016,2,DET,1,WSH,0
2015020221,2015-11-10,20152016,2,TBL,1,BUF,4
2015020222,2015-11-10,20152016,2,FLA,4,CGY,3
2015020223,2015-11-10,20152016,2,NSH,7,OTT,5
2015020224,2015-11-10,20152016,2,MIN,5,WPG,3
2015020225,2015-11-10,20152016,2,DAL,2,TOR,3
2015020226,2015-11-10,20152016,2,LAK,2,ARI,3
2015020227,2015-11-10,20152016,2,SJS,2,NYI,4
2015020228,2015-11-11,20152016,2,PIT,4,MTL,3
2015020229,2015-11-11,20152016,2,ANA,3,EDM,4
2015020230,2015-11-12,20152016,2,BOS,2,COL,3
2015020231,2015-11-12,20152016,2,NYR,6,STL,3
2015020232,2015-11-12,20152016,2,PHI,2,WSH,5
2015020233,2015-11-12,20152016,2,CAR,2,MIN,3
2015020234,2015-11-12,20152016,2,OTT,3,VAN,2
2015020235,2015-11-12,20152016,2,TBL,3,CGY,1
2015020236,2015-11-12,20152016,2,FLA,2,BUF,3
2015020237,2015-11-12,20152016,2,NSH,1,TOR,2
2015020238,2015-11-12,20152016,2,CHI,2,NJD,3
2015020239,2015-11-12,20152016,2,DAL,6,WPG,3
2015020240,2015-11-12,20152016,2,ARI,4,EDM,1
2015020241,2015-11-12,20152016,2,LAK,2,NYI,1
2015020242,2015-11-13,20152016,2,PIT,1,CBJ,2
2015020243,2015-11-13,20152016,2,WSH,2,CGY,3
2015020244,2015-11-13,20152016,2,DET,2,SJS,3
2015020245,2015-11-13,20152016,2,ANA,1,NYI,4
2015020246,2015-11-14,20152016,2,OTT,1,NYR,2
2015020247,2015-11-14,20152016,2,BOS,3,DET,1
2015020248,2015-11-14,20152016,2,BUF,1,SJS,2
2015020249,2015-11-14,20152016,2,TOR,4,VAN,2
2015020250,2015-11-14,20152016,2,MTL,1,COL,6
2015020251,2015-11-14,20152016,2,TBL,4,FLA,5
2015020252,2015-11-14,20152016,2,NJD,4,PIT,0
2015020253,2015-11-14,20152016,2,CAR,2,PHI,3
2015020254,2015-11-14,20152016,2,CBJ,5,ARI,2
2015020255,2015-11-14,20152016,2,NSH,7,WPG,0
2015020256,2015-11-14,20152016,2,STL,2,CHI,4
2015020257,2015-11-14,20152016,2,DAL,3,MIN,2
2015020258,2015-11-14,20152016,2,LAK,4,EDM,3
2015020259,2015-11-15,20152016,2,NYR,4,TOR,3
2015020260,2015-11-15,20152016,2,CHI,4,CGY,1
2015020261,2015-11-16,20152016,2,NYI,5,ARI,2
2015020262,2015-11-16,20152016,2,CAR,1,ANA,4
2015020263,2015-11-16,20152016,2,MTL,4,VAN,3
2015020264,2015-11-16,20152016,2,OTT,3,DET,4
2015020265,2015-11-16,20152016,2,FLA,1,TBL,0
2015020266,2015-11-16,20152016,2,STL,3,WPG,2
2015020267,2015-11-17,20152016,2,BOS,4,SJS,5
2015020268,2015-11-17,20152016,2,BUF,1,DAL,3
2015020269,2015-11-17,20152016,2,PHI,2,LAK,3
2015020270,2015-11-17,20152016,2,PIT,4,MIN,3
2015020271,2015-11-17,20152016,2,CBJ,3,STL,1
2015020272,2015-11-17,20152016,2,TOR,5,COL,1
2015020273,2015-11-17,20152016,2,NSH,3,ANA,2
2015020274,2015-11-17,20152016,2,CGY,3,NJD,2
2015020275,2015-11-18,20152016,2,WPG,4,VAN,1
2015020276,2015-11-18,20152016,2,DET,1,WSH,2
2015020277,2015-11-18,20152016,2,EDM,3,CHI,4
2015020278,2015-11-19,20152016,2,BOS,4,MIN,2
2015020279,2015-11-19,20152016,2,PHI,0,SJS,1
2015020280,2015-11-19,20152016,2,PIT,4,COL,3
2015020281,2015-11-19,20152016,2,WSH,2,DAL,3
2015020282,2015-11-19,20152016,2,MTL,2,ARI,3
2015020283,2015-11-19,20152016,2,OTT,3,CBJ,0
2015020284,2015-11-19,20152016,2,TBL,2,NYR,1
2015020285,2015-11-19,20152016,2,FLA,1,ANA,3
2015020286,2015-11-19,20152016,2,STL,3,BUF,2
2015020287,2015-11-20,20152016,2,CAR,1,TOR,2
2015020288,2015-11-20,20152016,2,CBJ,4,NSH,0
2015020289,2015-11-20,20152016,2,DET,3,LAK,2
2015020290,2015-11-20,20152016,2,NYI,3,MTL,5
2015020291,2015-11-20,20152016,2,CGY,2,CHI,1
2015020292,2015-11-20,20152016,2,EDM,5,NJD,1
2015020293,2015-11-21,20152016,2,BOS,2,TOR,0
2015020294,2015-11-21,20152016,2,OTT,4,PHI,0
2015020295,2015-11-21,20152016,2,TBL,5,ANA,0
2015020296,2015-11-21,20152016,2,FLA,4,NYR,5
2015020297,2015-11-21,20152016,2,PIT,1,SJS,3
2015020298,2015-11-21,20152016,2,WSH,7,COL,3
2015020299,2015-11-21,20152016,2,WPG,3,ARI,2
2015020300,2015-11-21,20152016,2,STL,3,DET,4
2015020301,2015-11-21,20152016,2,DAL,3,BUF,0
2015020302,2015-11-21,20152016,2,MIN,4,NSH,0
2015020303,2015-11-21,20152016,2,VAN,6,CHI,3
2015020304,2015-11-22,20152016,2,CAR,4,LAK,3
2015020305,2015-11-22,20152016,2,CBJ,3,SJS,5
2015020306,2015-11-22,20152016,2,MTL,4,NYI,2
2015020307,2015-11-22,20152016,2,VAN,2,NJD,3
2015020308,2015-11-23,20152016,2,BUF,1,STL,2
2015020309,2015-11-23,20152016,2,NYR,3,NSH,0
2015020310,2015-11-23,20152016,2,PHI,3,CAR,2
2015020311,2015-11-23,20152016,2,WSH,1,EDM,0
2015020312,2015-11-23,20152016,2,TOR,3,BOS,4
2015020313,2015-11-23,20152016,2,FLA,1,LAK,3
2015020314,2015-11-23,20152016,2,WPG,1,COL,4
2015020315,2015-11-24,20152016,2,DAL,4,OTT,7
2015020316,2015-11-24,20152016,2,ANA,5,CGY,3
2015020317,2015-11-25,20152016,2,BUF,2,NSH,3
2015020318,2015-11-25,20152016,2,NJD,1,CBJ,2
2015020319,2015-11-25,20152016,2,NYI,3,PHI,1
2015020320,2015-11-25,20152016,2,NYR,1,MTL,5
2015020321,2015-11-25,20152016,2,PIT,4,STL,3
2015020322,2015-11-25,20152016,2,WSH,5,WPG,3
2015020323,2015-11-25,20152016,2,CAR,4,EDM,1
2015020324,2015-11-25,20152016,2,MIN,2,VAN,3
2015020325,2015-11-25,20152016,2,DET,2,BOS,3
2015020326,2015-11-25,20152016,2,TBL,2,LAK,1
2015020327,2015-11-25,20152016,2,ARI,4,ANA,2
2015020328,2015-11-25,20152016,2,COL,3,OTT,5
2015020329,2015-11-25,20152016,2,SJS,2,CHI,5
2015020330,2015-11-27,20152016,2,BOS,4,NYR,3
2015020331,2015-11-27,20152016,2,PHI,3,NSH,2
2015020332,2015-11-27,20152016,2,MIN,1,WPG,3
2015020333,2015-11-27,20152016,2,ANA,2,CHI,3
2015020334,2015-11-27,20152016,2,WSH,4,TBL,2
2015020335,2015-11-27,20152016,2,BUF,4,CAR,1
2015020336,2015-11-27,20152016,2,NJD,2,MTL,3
2015020337,2015-11-27,20152016,2,CBJ,2,PIT,1
2015020338,2015-11-27,20152016,2,DET,4,EDM,3
2015020339,2015-11-27,20152016,2,FLA,3,NYI,2
2015020340,2015-11-27,20152016,2,DAL,3,VAN,2
2015020341,2015-11-27,20152016,2,ARI,2,CGY,1
2015020342,2015-11-28,20152016,2,NYR,0,PHI,3
2015020343,2015-11-28,20152016,2,TOR,2,WSH,4
2015020344,2015-11-28,20152016,2,MTL,2,NJD,3
2015020345,2015-11-28,20152016,2,TBL,2,NYI,3
2015020346,2015-11-28,20152016,2,PIT,2,EDM,3
2015020347,2015-11-28,20152016,2,STL,3,CBJ,1
2015020348,2015-11-28,20152016,2,NSH,1,BUF,4
2015020349,2015-11-28,20152016,2,MIN,3,DAL,4
2015020350,2015-11-28,20152016,2,COL,5,WPG,3
2015020351,2015-11-28,20152016,2,ARI,4,OTT,3
2015020352,2015-11-28,20152016,2,SJS,5,CGY,2
2015020353,2015-11-28,20152016,2,LAK,3,CHI,2
2015020354,2015-11-29,20152016,2,DET,1,FLA,2
2015020355,2015-11-30,20152016,2,NYI,5,COL,3
2015020356,2015-11-30,20152016,2,NYR,4,CAR,3
2015020357,2015-11-30,20152016,2,TOR,3,EDM,0
2015020358,2015-11-30,20152016,2,ANA,4,VAN,0
2015020359,2015-12-01,20152016,2,NJD,1,COL,2
2015020360,2015-12-01,20152016,2,MTL,2,CBJ,1
2015020361,2015-12-01,20152016,2,OTT,2,PHI,4
2015020362,2015-12-01,20152016,2,DET,5,BUF,4
2015020363,2015-12-01,20152016,2,STL,1,FLA,3
2015020364,2015-12-01,20152016,2,NSH,5,ARI,2
2015020365,2015-12-01,20152016,2,CHI,1,MIN,2
2015020366,2015-12-01,20152016,2,CGY,4,DAL,3
2015020367,2015-12-01,20152016,2,LAK,2,VAN,1
2015020368,2015-12-01,20152016,2,SJS,1,PIT,5
2015020369,2015-12-02,20152016,2,WPG,6,TOR,1
2015020370,2015-12-02,20152016,2,NYI,2,NYR,1
2015020371,2015-12-02,20152016,2,EDM,3,BOS,2
2015020372,2015-12-02,20152016,2,ANA,1,TBL,2
2015020373,2015-12-03,20152016,2,NYR,1,COL,2
2015020374,2015-12-03,20152016,2,CAR,1,NJD,5
2015020375,2015-12-03,20152016,2,MTL,2,WSH,3
2015020376,2015-12-03,20152016,2,OTT,4,CHI,3
2015020377,2015-12-03,20152016,2,DET,5,ARI,1
2015020378,2015-12-03,20152016,2,NSH,1,FLA,2
2015020379,2015-12-03,20152016,2,MIN,1,TOR,0
2015020380,2015-12-03,20152016,2,VAN,2,DAL,4
2015020381,2015-12-04,20152016,2,BUF,5,ARI,2
2015020382,2015-12-04,20152016,2,NJD,3,PHI,4
2015020383,2015-12-04,20152016,2,CBJ,1,FLA,2
2015020384,2015-12-04,20152016,2,NYI,2,STL,1
2015020385,2015-12-04,20152016,2,CGY,5,BOS,4
2015020386,2015-12-04,20152016,2,EDM,2,DAL,1
2015020387,2015-12-04,20152016,2,ANA,1,SJS,0
2015020388,2015-12-05,20152016,2,WPG,2,WSH,1
2015020389,2015-12-05,20152016,2,LAK,5,PIT,3
2015020390,2015-12-05,20152016,2,OTT,3,NYI,2
2015020391,2015-12-05,20152016,2,DET,5,NSH,4
2015020392,2015-12-05,20152016,2,CAR,3,MTL,2
2015020393,2015-12-05,20152016,2,STL,1,TOR,4
2015020394,2015-12-05,20152016,2,PHI,1,CBJ,4
2015020395,2015-12-05,20152016,2,MIN,3,COL,0
2015020396,2015-12-05,20152016,2,VAN,0,BOS,4
2015020397,2015-12-05,20152016,2,SJS,3,TBL,4
2015020398,2015-12-06,20152016,2,CAR,5,ARI,4
2015020399,2015-12-06,20152016,2,CHI,3,WPG,1
2015020400,2015-12-06,20152016,2,NJD,4,FLA,2
2015020401,2015-12-06,20152016,2,NYR,4,OTT,1
2015020402,2015-12-06,20152016,2,EDM,4,BUF,2
2015020403,2015-12-06,20152016,2,ANA,2,PIT,1
2015020404,2015-12-06,20152016,2,LAK,3,TBL,1
2015020405,2015-12-07,20152016,2,BOS,2,NSH,3
2015020406,2015-12-07,20152016,2,COL,2,MIN,1
2015020407,2015-12-07,20152016,2,VAN,5,BUF,2
2015020408,2015-12-08,20152016,2,PHI,3,NYI,4
2015020409,2015-12-08,20152016,2,WSH,3,DET,2
2015020410,2015-12-08,20152016,2,CBJ,2,LAK,3
2015020411,2015-12-08,20152016,2,TOR,3,NJD,2
2015020412,2015-12-08,20152016,2,FLA,2,OTT,4
2015020413,2015-12-08,20152016,2,STL,4,ARI,1
2015020414,2015-12-08,20152016,2,CHI,4,NSH,1
2015020415,2015-12-08,20152016,2,DAL,6,CAR,5
2015020416,2015-12-08,20152016,2,CGY,4,SJS,2
2015020417,2015-12-09,20152016,2,MTL,1,BOS,3
2015020418,2015-12-09,20152016,2,COL,2,PIT,4
2015020419,2015-12-09,20152016,2,EDM,4,SJS,3
2015020420,2015-12-09,20152016,2,VAN,2,NYR,1
2015020421,2015-12-10,20152016,2,DET,3,MTL,2
2015020422,2015-12-10,20152016,2,TBL,4,OTT,1
2015020423,2015-12-10,20152016,2,FLA,4,WSH,1
2015020424,2015-12-10,20152016,2,STL,2,PHI,4
2015020425,2015-12-10,20152016,2,NSH,5,CHI,1
2015020426,2015-12-10,20152016,2,WPG,6,CBJ,4
2015020427,2015-12-10,20152016,2,CGY,4,BUF,3
2015020428,2015-12-11,20152016,2,NJD,3,DET,2
2015020429,2015-12-11,20152016,2,PIT,2,LAK,3
2015020430,2015-12-11,20152016,2,CHI,2,WPG,0
2015020431,2015-12-11,20152016,2,DAL,3,PHI,1
2015020432,2015-12-11,20152016,2,EDM,7,NYR,5
2015020433,2015-12-11,20152016,2,ARI,2,MIN,1
2015020434,2015-12-11,20152016,2,ANA,1,CAR,5
2015020435,2015-12-12,20152016,2,BOS,3,FLA,1
2015020436,2015-12-12,20152016,2,BUF,2,LAK,1
2015020437,2015-12-12,20152016,2,MTL,3,OTT,1
2015020438,2015-12-12,20152016,2,TBL,1,WSH,2
2015020439,2015-12-12,20152016,2,CBJ,2,NYI,3
2015020440,2015-12-12,20152016,2,STL,3,DAL,0
2015020441,2015-12-12,20152016,2,NSH,2,COL,3
2015020442,2015-12-12,20152016,2,ARI,4,CAR,5
2015020443,2015-12-12,20152016,2,CGY,5,NYR,4
2015020444,2015-12-12,20152016,2,SJS,0,MIN,2
2015020445,2015-12-13,20152016,2,NYI,4,NJD,0
2015020446,2015-12-13,20152016,2,STL,1,COL,3
2015020447,2015-12-13,20152016,2,CHI,4,VAN,0
2015020448,2015-12-14,20152016,2,BOS,2,EDM,3
2015020449,2015-12-14,20152016,2,PIT,1,WSH,4
2015020450,2015-12-14,20152016,2,CBJ,1,TBL,2
2015020451,2015-12-14,20152016,2,OTT,5,LAK,3
2015020452,2015-12-14,20152016,2,DET,1,BUF,2
2015020453,2015-12-15,20152016,2,BUF,0,NJD,2
2015020454,2015-12-15,20152016,2,NYI,1,FLA,5
2015020455,2015-12-15,20152016,2,NYR,4,EDM,2
2015020456,2015-12-15,20152016,2,PHI,4,CAR,3
2015020457,2015-12-15,20152016,2,TOR,4,TBL,5
2015020458,2015-12-15,20152016,2,MTL,1,SJS,3
2015020459,2015-12-15,20152016,2,NSH,1,CGY,2
2015020460,2015-12-15,20152016,2,MIN,6,VAN,2
2015020461,2015-12-15,20152016,2,WPG,3,STL,4
2015020462,2015-12-15,20152016,2,CHI,0,COL,3
2015020463,2015-12-15,20152016,2,DAL,5,CBJ,1
2015020464,2015-12-16,20152016,2,WSH,2,OTT,1
2015020465,2015-12-16,20152016,2,BOS,3,PIT,0
2015020466,2015-12-17,20152016,2,BUF,3,ANA,0
