game_id,date,season,home_team,home_score,away_team,away_score
2021020101,2021-10-27,20212022,EDM,3,PHI,5
2021020099,2021-10-27,20212022,CHI,2,TOR,3
2021020100,2021-10-27,20212022,DAL,2,VGK,3
2021020098,2021-10-27,20212022,WSH,2,DET,3
2021020097,2021-10-27,20212022,FLA,4,BOS,1
2021020107,2021-10-28,20212022,ANA,3,BUF,4
2021020103,2021-10-28,20212022,PIT,0,CGY,4
2021020105,2021-10-28,20212022,STL,3,COL,4
2021020110,2021-10-28,20212022,SEA,4,MIN,1
2021020109,2021-10-28,20212022,SJS,0,MTL,4
2021020106,2021-10-28,20212022,VAN,1,PHI,2
2021020102,2021-10-28,20212022,TBL,5,ARI,1
2021020104,2021-10-28,20212022,CAR,3,BOS,0
2021020108,2021-10-28,20212022,LAK,2,WPG,3
2021020113,2021-10-29,20212022,WSH,2,ARI,0
2021020115,2021-10-29,20212022,DAL,1,OTT,4
2021020116,2021-10-29,20212022,VGK,5,ANA,4
2021020112,2021-10-29,20212022,NYR,4,CBJ,0
2021020114,2021-10-29,20212022,CAR,6,CHI,3
2021020111,2021-10-29,20212022,DET,2,FLA,3
2021020124,2021-10-30,20212022,VAN,1,EDM,2
2021020119,2021-10-30,20212022,PIT,2,NJD,4
2021020123,2021-10-30,20212022,CGY,4,PHI,0
2021020117,2021-10-30,20212022,BOS,3,FLA,2
2021020126,2021-10-30,20212022,SJS,2,WPG,1
2021020121,2021-10-30,20212022,NSH,3,NYI,2
2021020125,2021-10-30,20212022,LAK,5,MTL,2
2021020122,2021-10-30,20212022,COL,4,MIN,1
2021020118,2021-10-30,20212022,TOR,5,DET,4
2021020120,2021-10-30,20212022,STL,1,CHI,0
2021020129,2021-10-31,20212022,ANA,4,MTL,2
2021020131,2021-10-31,20212022,SEA,1,NYR,3
2021020127,2021-10-31,20212022,NJD,3,CBJ,4
2021020128,2021-10-31,20212022,CAR,2,ARI,1
2021020130,2021-10-31,20212022,LAK,3,BUF,2
2021020132,2021-11-01,20212022,TBL,3,WSH,2
2021020133,2021-11-01,20212022,CHI,5,OTT,1
2021020134,2021-11-01,20212022,EDM,5,SEA,2
2021020140,2021-11-02,20212022,CGY,2,NSH,3
2021020139,2021-11-02,20212022,WPG,4,DAL,3
2021020135,2021-11-02,20212022,TOR,4,VGK,0
2021020141,2021-11-02,20212022,VAN,3,NYR,2
2021020142,2021-11-02,20212022,ANA,4,NJD,0
2021020143,2021-11-02,20212022,SJS,5,BUF,3
2021020137,2021-11-02,20212022,PHI,3,ARI,0
2021020136,2021-11-02,20212022,MTL,3,DET,0
2021020138,2021-11-02,20212022,MIN,5,OTT,4
2021020146,2021-11-03,20212022,EDM,5,NSH,2
2021020144,2021-11-03,20212022,CHI,3,CAR,4
2021020145,2021-11-03,20212022,COL,4,CBJ,5
2021020147,2021-11-03,20212022,LAK,3,STL,2
2021020156,2021-11-04,20212022,SEA,5,BUF,2
2021020148,2021-11-04,20212022,BOS,5,DET,1
2021020152,2021-11-04,20212022,FLA,5,WSH,4
2021020155,2021-11-04,20212022,SJS,3,STL,5
2021020154,2021-11-04,20212022,CGY,3,DAL,4
2021020153,2021-11-04,20212022,PIT,3,PHI,2
2021020150,2021-11-04,20212022,MTL,2,NYI,6
2021020149,2021-11-04,20212022,TOR,2,TBL,1
2021020151,2021-11-04,20212022,OTT,1,VGK,5
2021020161,2021-11-05,20212022,LAK,3,NJD,2
2021020160,2021-11-05,20212022,ANA,3,ARI,1
2021020158,2021-11-05,20212022,EDM,6,NYR,5
2021020157,2021-11-05,20212022,WPG,5,CHI,1
2021020159,2021-11-05,20212022,VAN,2,NSH,3
2021020165,2021-11-06,20212022,OTT,3,TBL,5
2021020162,2021-11-06,20212022,BUF,3,DET,4
2021020173,2021-11-06,20212022,SJS,2,NJD,3
2021020172,2021-11-06,20212022,ARI,5,SEA,4
2021020163,2021-11-06,20212022,TOR,5,BOS,2
2021020169,2021-11-06,20212022,CBJ,4,COL,2
2021020166,2021-11-06,20212022,FLA,5,CAR,2
2021020168,2021-11-06,20212022,WSH,1,PHI,2
2021020164,2021-11-06,20212022,MTL,2,VGK,5
2021020167,2021-11-06,20212022,PIT,4,MIN,5
2021020171,2021-11-06,20212022,CGY,6,NYR,0
2021020170,2021-11-06,20212022,WPG,0,NYI,2
2021020175,2021-11-07,20212022,CHI,2,NSH,1
2021020176,2021-11-07,20212022,MIN,5,NYI,2
2021020177,2021-11-07,20212022,VAN,6,DAL,3
2021020178,2021-11-07,20212022,ANA,4,STL,1
2021020174,2021-11-07,20212022,DET,5,VGK,2
2021020179,2021-11-08,20212022,TOR,1,LAK,5
2021020180,2021-11-08,20212022,NYR,4,FLA,3
2021020181,2021-11-08,20212022,WSH,5,BUF,3
2021020191,2021-11-09,20212022,VGK,4,SEA,2
2021020189,2021-11-09,20212022,CGY,1,SJS,4
2021020187,2021-11-09,20212022,CHI,3,PIT,2
2021020185,2021-11-09,20212022,TBL,1,CAR,2
2021020188,2021-11-09,20212022,WPG,2,STL,3
2021020186,2021-11-09,20212022,NJD,7,FLA,3
2021020190,2021-11-09,20212022,VAN,2,ANA,3
2021020184,2021-11-09,20212022,DET,4,EDM,2
2021020183,2021-11-09,20212022,MTL,2,LAK,3
2021020182,2021-11-09,20212022,BOS,3,OTT,2
2021020192,2021-11-10,20212022,PHI,0,TOR,3
2021020194,2021-11-10,20212022,ARI,2,MIN,5
2021020193,2021-11-10,20212022,DAL,2,NSH,4
2021020203,2021-11-11,20212022,COL,7,VAN,1
2021020198,2021-11-11,20212022,DET,0,WSH,2
2021020201,2021-11-11,20212022,STL,3,NSH,4
2021020204,2021-11-11,20212022,VGK,3,MIN,2
2021020196,2021-11-11,20212022,MTL,4,CGY,2
2021020199,2021-11-11,20212022,NJD,4,NYI,0
2021020197,2021-11-11,20212022,OTT,0,LAK,2
2021020202,2021-11-11,20212022,WPG,4,SJS,1
2021020200,2021-11-11,20212022,PIT,3,FLA,2
2021020195,2021-11-11,20212022,BOS,3,EDM,5
2021020205,2021-11-11,20212022,SEA,4,ANA,7
2021020206,2021-11-12,20212022,BUF,3,EDM,2
2021020209,2021-11-12,20212022,CBJ,3,WSH,4
2021020207,2021-11-12,20212022,TOR,2,CGY,1
2021020210,2021-11-12,20212022,CHI,2,ARI,1
2021020208,2021-11-12,20212022,CAR,1,PHI,2
2021020217,2021-11-13,20212022,CBJ,3,NYR,5
2021020219,2021-11-13,20212022,DAL,5,PHI,2
2021020218,2021-11-13,20212022,NSH,4,ARI,1
2021020213,2021-11-13,20212022,DET,3,MTL,2
2021020221,2021-11-13,20212022,COL,6,SJS,2
2021020220,2021-11-13,20212022,WPG,3,LAK,2
2021020222,2021-11-13,20212022,VGK,7,VAN,4
2021020214,2021-11-13,20212022,TBL,3,FLA,2
2021020211,2021-11-13,20212022,BUF,4,TOR,5
2021020212,2021-11-13,20212022,OTT,6,PIT,3
2021020215,2021-11-13,20212022,NJD,2,BOS,5
2021020223,2021-11-13,20212022,SEA,2,MIN,4
2021020216,2021-11-13,20212022,CAR,3,STL,2
2021020226,2021-11-14,20212022,NYR,4,NJD,3
2021020229,2021-11-14,20212022,ANA,5,VAN,1
2021020225,2021-11-14,20212022,OTT,0,CGY,4
2021020227,2021-11-14,20212022,WSH,6,PIT,1
2021020224,2021-11-14,20212022,BOS,5,MTL,2
2021020228,2021-11-14,20212022,STL,4,EDM,5
2021020231,2021-11-15,20212022,CBJ,5,DET,3
2021020230,2021-11-15,20212022,TBL,4,NYI,1
2021020236,2021-11-16,20212022,PHI,2,CGY,1
2021020240,2021-11-16,20212022,MIN,1,SJS,4
2021020243,2021-11-16,20212022,ANA,3,WSH,2
2021020233,2021-11-16,20212022,FLA,6,NYI,1
2021020242,2021-11-16,20212022,VGK,2,CAR,4
2021020239,2021-11-16,20212022,DAL,5,DET,2
2021020235,2021-11-16,20212022,NYR,3,MTL,2
2021020237,2021-11-16,20212022,PIT,1,BUF,2
2021020238,2021-11-16,20212022,STL,2,ARI,3
2021020232,2021-11-16,20212022,TOR,3,NSH,0
2021020241,2021-11-16,20212022,WPG,5,EDM,2
2021020245,2021-11-17,20212022,LAK,0,WSH,2
2021020246,2021-11-17,20212022,SEA,2,CHI,4
2021020244,2021-11-17,20212022,VAN,2,COL,4
2021020257,2021-11-18,20212022,VGK,5,DET,2
2021020258,2021-11-18,20212022,ANA,1,CAR,2
2021020249,2021-11-18,20212022,MTL,0,PIT,6
2021020248,2021-11-18,20212022,TOR,2,NYR,1
2021020252,2021-11-18,20212022,PHI,3,TBL,4
2021020251,2021-11-18,20212022,FLA,4,NJD,1
2021020253,2021-11-18,20212022,STL,4,SJS,1
2021020256,2021-11-18,20212022,ARI,4,CBJ,5
2021020254,2021-11-18,20212022,MIN,7,DAL,2
2021020247,2021-11-18,20212022,BUF,0,CGY,5
2021020255,2021-11-18,20212022,EDM,2,WPG,1
2021020260,2021-11-19,20212022,SEA,3,COL,7
2021020259,2021-11-19,20212022,VAN,3,WPG,2
2021020272,2021-11-20,20212022,LAK,4,CAR,5
2021020268,2021-11-20,20212022,DAL,4,STL,1
2021020267,2021-11-20,20212022,PHI,2,BOS,5
2021020271,2021-11-20,20212022,VGK,3,CBJ,2
2021020261,2021-11-20,20212022,TOR,0,PIT,2
2021020269,2021-11-20,20212022,EDM,5,CHI,2
2021020264,2021-11-20,20212022,TBL,3,NJD,5
2021020273,2021-11-20,20212022,SJS,0,WSH,4
2021020265,2021-11-20,20212022,FLA,5,MIN,4
2021020262,2021-11-20,20212022,MTL,6,NSH,3
2021020270,2021-11-20,20212022,ARI,2,DET,1
2021020266,2021-11-20,20212022,NYI,2,CGY,5
2021020275,2021-11-21,20212022,TBL,5,MIN,4
2021020278,2021-11-21,20212022,VAN,0,CHI,1
2021020277,2021-11-21,20212022,NYR,5,BUF,4
2021020274,2021-11-21,20212022,BOS,0,CGY,4
2021020280,2021-11-21,20212022,SEA,5,WSH,2
2021020279,2021-11-21,20212022,LAK,1,ARI,2
2021020276,2021-11-21,20212022,NYI,0,TOR,3
2021020282,2021-11-22,20212022,STL,5,VGK,2
2021020281,2021-11-22,20212022,BUF,4,CBJ,7
2021020285,2021-11-22,20212022,COL,7,OTT,5
2021020283,2021-11-22,20212022,NSH,3,ANA,2
2021020286,2021-11-22,20212022,SJS,2,CAR,1
2021020284,2021-11-22,20212022,WPG,1,PIT,3
2021020289,2021-11-23,20212022,CGY,5,CHI,2
2021020287,2021-11-23,20212022,TBL,4,PHI,0
2021020288,2021-11-23,20212022,DAL,4,EDM,1
2021020303,2021-11-24,20212022,SEA,2,CAR,1
2021020300,2021-11-24,20212022,ARI,3,EDM,5
2021020290,2021-11-24,20212022,BUF,1,BOS,5
2021020298,2021-11-24,20212022,NSH,2,VGK,5
2021020292,2021-11-24,20212022,FLA,2,PHI,1
2021020299,2021-11-24,20212022,COL,5,ANA,2
2021020296,2021-11-24,20212022,WSH,6,MTL,3
2021020294,2021-11-24,20212022,NYI,1,NYR,4
2021020291,2021-11-24,20212022,DET,4,STL,2
2021020302,2021-11-24,20212022,SJS,6,OTT,3
2021020297,2021-11-24,20212022,CBJ,3,WPG,0
2021020301,2021-11-24,20212022,LAK,2,TOR,6
2021020293,2021-11-24,20212022,NJD,2,MIN,3
2021020295,2021-11-24,20212022,PIT,4,VAN,1
2021020305,2021-11-26,20212022,BUF,4,MTL,1
2021020306,2021-11-26,20212022,TBL,3,SEA,0
2021020310,2021-11-26,20212022,CBJ,4,VAN,2
2021020309,2021-11-26,20212022,WSH,4,FLA,3
2021020304,2021-11-26,20212022,BOS,2,NYR,5
2021020311,2021-11-26,20212022,CHI,3,STL,2
2021020315,2021-11-26,20212022,ANA,4,OTT,0
2021020313,2021-11-26,20212022,DAL,3,COL,1
2021020308,2021-11-26,20212022,PHI,3,CAR,6
2021020312,2021-11-26,20212022,NSH,4,NJD,2
2021020316,2021-11-26,20212022,SJS,1,TOR,4
2021020307,2021-11-26,20212022,NYI,0,PIT,1
2021020314,2021-11-26,20212022,MIN,7,WPG,1
2021020324,2021-11-27,20212022,VGK,2,EDM,3
2021020323,2021-11-27,20212022,ARI,2,DAL,3
2021020318,2021-11-27,20212022,FLA,1,SEA,4
2021020320,2021-11-27,20212022,STL,6,CBJ,3
2021020321,2021-11-27,20212022,COL,6,NSH,2
2021020325,2021-11-27,20212022,LAK,4,OTT,2
2021020319,2021-11-27,20212022,PIT,3,MTL,6
2021020322,2021-11-27,20212022,CGY,2,WPG,4
2021020317,2021-11-27,20212022,DET,3,BUF,2
2021020332,2021-11-28,20212022,ANA,1,TOR,5
2021020329,2021-11-28,20212022,CAR,2,WSH,4
2021020327,2021-11-28,20212022,NJD,5,PHI,2
2021020331,2021-11-28,20212022,MIN,4,TBL,2
2021020326,2021-11-28,20212022,BOS,3,VAN,2
2021020330,2021-11-28,20212022,CHI,0,SJS,2
2021020333,2021-11-29,20212022,BUF,4,SEA,7
2021020336,2021-11-29,20212022,CGY,2,PIT,1
2021020335,2021-11-29,20212022,WPG,0,ARI,1
2021020334,2021-11-29,20212022,MTL,1,VAN,2
2021020341,2021-11-30,20212022,STL,4,TBL,3
2021020338,2021-11-30,20212022,FLA,5,WSH,4
2021020345,2021-11-30,20212022,LAK,4,ANA,5
2021020343,2021-11-30,20212022,DAL,4,CAR,1
2021020342,2021-11-30,20212022,NSH,6,CBJ,0
2021020344,2021-11-30,20212022,MIN,5,ARI,2
2021020339,2021-11-30,20212022,NJD,2,SJS,5
2021020337,2021-11-30,20212022,BOS,1,DET,2
2021020350,2021-12-01,20212022,EDM,5,PIT,2
2021020347,2021-12-01,20212022,OTT,2,VAN,6
2021020346,2021-12-01,20212022,TOR,8,COL,3
2021020348,2021-12-01,20212022,DET,4,SEA,3
2021020351,2021-12-01,20212022,ANA,6,VGK,5
2021020349,2021-12-01,20212022,NYR,4,PHI,1
2021020355,2021-12-02,20212022,NYI,1,SJS,2
2021020352,2021-12-02,20212022,MTL,1,COL,4
2021020357,2021-12-02,20212022,CAR,2,OTT,3
2021020360,2021-12-02,20212022,MIN,5,NJD,2
2021020353,2021-12-02,20212022,TBL,4,STL,2
2021020354,2021-12-02,20212022,FLA,7,BUF,4
2021020359,2021-12-02,20212022,DAL,3,CBJ,2
2021020358,2021-12-02,20212022,NSH,0,BOS,2
2021020356,2021-12-02,20212022,WSH,3,CHI,4
2021020361,2021-12-02,20212022,LAK,2,CGY,3
2021020366,2021-12-03,20212022,SEA,4,EDM,3
2021020365,2021-12-03,20212022,ANA,3,CGY,4
2021020364,2021-12-03,20212022,ARI,1,VGK,7
2021020362,2021-12-03,20212022,NYR,1,SJS,0
2021020363,2021-12-03,20212022,WPG,8,NJD,4
2021020374,2021-12-04,20212022,NSH,4,MTL,3
2021020369,2021-12-04,20212022,DET,4,NYI,3
2021020375,2021-12-04,20212022,MIN,4,TOR,3
2021020371,2021-12-04,20212022,NYR,3,CHI,2
2021020376,2021-12-04,20212022,VAN,1,PIT,4
2021020368,2021-12-04,20212022,OTT,6,COL,5
2021020372,2021-12-04,20212022,WSH,3,CBJ,1
2021020370,2021-12-04,20212022,FLA,4,STL,3
2021020367,2021-12-04,20212022,BOS,2,TBL,3
2021020373,2021-12-04,20212022,CAR,6,BUF,2
2021020382,2021-12-05,20212022,VGK,3,CGY,2
2021020381,2021-12-05,20212022,EDM,1,LAK,5
2021020380,2021-12-05,20212022,WPG,6,TOR,3
2021020378,2021-12-05,20212022,PHI,1,TBL,7
2021020379,2021-12-05,20212022,CBJ,6,SJS,4
2021020377,2021-12-05,20212022,NYI,2,CHI,3
2021020385,2021-12-06,20212022,DAL,4,ARI,1
2021020234,2021-12-06,20212022,NJD,2,OTT,3
2021020383,2021-12-06,20212022,PHI,5,COL,7
2021020387,2021-12-06,20212022,SEA,1,PIT,6
2021020386,2021-12-06,20212022,VAN,4,LAK,0
2021020384,2021-12-06,20212022,WSH,4,ANA,3
2021020394,2021-12-07,20212022,STL,4,FLA,3
2021020393,2021-12-07,20212022,CHI,2,NYR,6
2021020395,2021-12-07,20212022,WPG,2,CAR,4
2021020391,2021-12-07,20212022,OTT,3,NYI,5
2021020388,2021-12-07,20212022,BUF,0,ANA,2
2021020392,2021-12-07,20212022,DET,2,NSH,5
2021020397,2021-12-07,20212022,SJS,5,CGY,3
2021020396,2021-12-07,20212022,EDM,1,MIN,4
2021020390,2021-12-07,20212022,MTL,2,TBL,3
2021020389,2021-12-07,20212022,TOR,5,CBJ,4
2021020400,2021-12-08,20212022,VAN,2,BOS,1
2021020399,2021-12-08,20212022,NYR,3,COL,7
2021020398,2021-12-08,20212022,NJD,3,PHI,0
2021020401,2021-12-08,20212022,VGK,5,DAL,4
2021020409,2021-12-09,20212022,LAK,4,DAL,0
2021020408,2021-12-09,20212022,EDM,2,BOS,3
2021020403,2021-12-09,20212022,MTL,0,CHI,2
2021020406,2021-12-09,20212022,STL,6,DET,2
2021020402,2021-12-09,20212022,TOR,3,TBL,5
2021020407,2021-12-09,20212022,CGY,1,CAR,2
2021020410,2021-12-09,20212022,SJS,2,MIN,5
2021020405,2021-12-09,20212022,CBJ,1,ANA,2
2021020404,2021-12-09,20212022,NYI,3,NSH,4
2021020411,2021-12-09,20212022,SEA,0,WPG,3
2021020417,2021-12-10,20212022,VAN,4,WPG,3
2021020412,2021-12-10,20212022,BUF,1,NYR,2
2021020414,2021-12-10,20212022,WSH,2,PIT,4
2021020418,2021-12-10,20212022,VGK,3,PHI,4
2021020413,2021-12-10,20212022,NJD,2,NSH,3
2021020416,2021-12-10,20212022,ARI,1,FLA,3
2021020415,2021-12-10,20212022,COL,7,DET,3
2021020427,2021-12-11,20212022,ARI,3,PHI,5
2021020423,2021-12-11,20212022,PIT,1,ANA,0
2021020425,2021-12-11,20212022,CGY,2,BOS,4
2021020422,2021-12-11,20212022,NYI,4,NJD,2
2021020421,2021-12-11,20212022,OTT,4,TBL,0
2021020428,2021-12-11,20212022,LAK,2,MIN,1
2021020420,2021-12-11,20212022,TOR,5,CHI,4
2021020430,2021-12-11,20212022,SEA,4,CBJ,5
2021020429,2021-12-11,20212022,SJS,2,DAL,1
2021020426,2021-12-11,20212022,EDM,1,CAR,3
2021020419,2021-12-11,20212022,BUF,2,WSH,3
2021020424,2021-12-11,20212022,STL,4,MTL,1
2021020433,2021-12-12,20212022,COL,3,FLA,2
2021020435,2021-12-12,20212022,VGK,6,MIN,4
2021020432,2021-12-12,20212022,STL,2,ANA,3
2021020434,2021-12-12,20212022,VAN,2,CAR,1
2021020431,2021-12-12,20212022,NYR,0,NSH,1
2021020446,2021-12-14,20212022,WPG,2,BUF,4
2021020444,2021-12-14,20212022,DAL,1,STL,4
2021020439,2021-12-14,20212022,TBL,3,LAK,2
2021020449,2021-12-14,20212022,VAN,4,CBJ,3
2021020437,2021-12-14,20212022,BOS,1,VGK,4
2021020441,2021-12-14,20212022,PHI,6,NJD,1
2021020442,2021-12-14,20212022,PIT,5,MTL,2
2021020448,2021-12-14,20212022,EDM,1,TOR,5
2021020438,2021-12-14,20212022,DET,2,NYI,1
2021020450,2021-12-14,20212022,SJS,1,SEA,3
2021020440,2021-12-14,20212022,FLA,2,OTT,8
2021020447,2021-12-14,20212022,COL,4,NYR,2
2021020451,2021-12-15,20212022,CHI,5,WSH,4
2021020452,2021-12-15,20212022,ARI,2,NYR,3
2021020453,2021-12-15,20212022,ANA,4,SEA,1
2021020461,2021-12-16,20212022,MIN,2,BUF,3
2021020458,2021-12-16,20212022,NYI,3,BOS,1
2021020463,2021-12-16,20212022,EDM,5,CBJ,2
2021020464,2021-12-16,20212022,SJS,2,VAN,5
2021020459,2021-12-16,20212022,CAR,5,DET,3
2021020456,2021-12-16,20212022,FLA,1,LAK,4
2021020457,2021-12-16,20212022,NJD,3,VGK,5
2021020460,2021-12-16,20212022,NSH,5,COL,2
2021020454,2021-12-16,20212022,MTL,3,PHI,2
2021020455,2021-12-16,20212022,TBL,2,OTT,1
2021020469,2021-12-17,20212022,WPG,2,WSH,5
2021020467,2021-12-17,20212022,CHI,2,NSH,3
2021020470,2021-12-17,20212022,ANA,5,ARI,6
2021020466,2021-12-17,20212022,PIT,3,BUF,2
2021020465,2021-12-17,20212022,NYR,2,VGK,3
2021020468,2021-12-17,20212022,STL,4,DAL,1
2021020472,2021-12-18,20212022,DET,5,NJD,2
2021020473,2021-12-18,20212022,PHI,4,OTT,3
2021020474,2021-12-18,20212022,CAR,5,LAK,1
2021020475,2021-12-18,20212022,DAL,4,CHI,3
2021020480,2021-12-18,20212022,SEA,3,EDM,5
2021020482,2021-12-19,20212022,NJD,2,PIT,3
2021020483,2021-12-19,20212022,NYI,3,VGK,4
2021020484,2021-12-19,20212022,WSH,2,LAK,3
2021020486,2021-12-19,20212022,WPG,4,STL,2
2021020492,2021-12-20,20212022,DAL,7,MIN,4
2021020501,2021-12-21,20212022,VGK,3,TBL,4
2021020539,2021-12-28,20212022,LAK,3,VGK,6
2021020540,2021-12-28,20212022,SJS,8,ARI,7
2021020537,2021-12-28,20212022,TBL,5,MTL,4
2021020550,2021-12-29,20212022,ANA,1,VAN,2
2021020546,2021-12-29,20212022,WSH,5,NSH,3
2021020541,2021-12-29,20212022,BUF,3,NJD,4
2021020551,2021-12-29,20212022,SEA,2,PHI,3
2021020544,2021-12-29,20212022,FLA,4,NYR,3
2021020547,2021-12-29,20212022,STL,4,EDM,2
2021020553,2021-12-30,20212022,NYI,4,BUF,1
2021020555,2021-12-30,20212022,CBJ,4,NSH,3
2021020554,2021-12-30,20212022,CAR,4,MTL,0
2021020552,2021-12-30,20212022,FLA,9,TBL,3
2021020556,2021-12-30,20212022,LAK,2,VAN,1
2021020558,2021-12-30,20212022,SEA,4,CGY,6
2021020557,2021-12-30,20212022,SJS,3,PHI,2
2021020562,2021-12-31,20212022,NJD,6,EDM,5
2021020565,2021-12-31,20212022,VGK,3,ANA,1
2021020561,2021-12-31,20212022,TBL,3,NYR,4
2021020560,2021-12-31,20212022,DET,1,WSH,3
2021020567,2022-01-01,20212022,TOR,6,OTT,0
2021020568,2022-01-01,20212022,FLA,5,MTL,2
2021020571,2022-01-01,20212022,NSH,6,CHI,1
2021020570,2022-01-01,20212022,CBJ,4,CAR,7
2021020573,2022-01-01,20212022,LAK,6,PHI,3
2021020574,2022-01-01,20212022,SEA,2,VAN,5
2021020572,2022-01-01,20212022,MIN,4,STL,6
