faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout,season
0.502435,82,239,2.91463,309,3.76829,22,11,0.881818,0.84091,0.66463,109,0.248962,0.269709,47,20212022,31.59756,30.39024,St. Louis Blues,19,4,,49,43,2,2021-2022
0.541803,82,218,2.65853,253,3.08536,26,5,0.832061,0.812978,0.65243,107,0.18644,0.211864,49,20212022,28.70731,36.12195,Boston Bruins,6,4,,51,40,2,2021-2022
0.512744,82,251,3.06097,285,3.4756,27,6,0.837301,0.793651,0.63414,104,0.234042,0.259574,44,20212022,32.28048,34.02439,Edmonton Oilers,22,4,,49,38,5,2021-2022
0.511366,82,222,2.70731,269,3.28048,25,11,0.85849,0.84434,0.62804,103,0.169354,0.201612,43,20212022,31.41463,34.7439,Pittsburgh Penguins,5,7,,46,37,3,2021-2022
0.470999,82,242,2.95121,270,3.29268,26,12,0.84,0.804445,0.60975,100,0.152343,0.1875,39,20212022,29.0,31.42682,Washington Capitals,15,8,,44,35,5,2021-2022
0.521924,82,232,2.82926,235,2.86585,27,11,0.814977,0.76652,0.60365,99,0.125,0.16129,40,20212022,28.54878,34.93902,Los Angeles Kings,26,5,,44,35,4,2021-2022
0.548212,82,244,2.9756,233,2.84146,30,6,0.821917,0.789955,0.59756,98,0.203319,0.224066,41,20212022,31.03658,30.31707,Dallas Stars,25,2,,46,31,5,2021-2022
0.512425,82,250,3.04878,262,3.19512,30,7,0.799295,0.792254,0.59146,97,0.224806,0.244186,41,20212022,32.26829,29.7439,Nashville Predators,18,4,,45,35,4,2021-2022
0.493277,82,244,2.9756,262,3.19512,31,8,0.822115,0.774039,0.57317,94,0.150943,0.183962,39,20212022,29.9756,34.51219,Vegas Golden Knights,54,3,,43,34,4,2021-2022
0.519567,82,231,2.81707,246,3.0,30,12,0.770562,0.748918,0.56097,92,0.210526,0.234817,37,20212022,31.85365,31.9756,Vancouver Canucks,23,1,,40,32,3,2021-2022
0.507402,82,253,3.08536,250,3.04878,32,11,0.788793,0.75,0.54268,89,0.178137,0.210526,37,20212022,33.18292,32.25609,Winnipeg Jets,52,5,,39,32,2,2021-2022
0.513127,82,231,2.81707,229,2.79268,35,10,0.865116,0.841861,0.51219,84,0.1875,0.221153,35,20212022,32.54878,28.86585,New York Islanders,2,9,,37,34,2,2021-2022
0.484744,82,297,3.62195,258,3.14634,38,7,0.815126,0.785715,0.4939,81,0.15909,0.186363,33,20212022,35.20731,30.03658,Columbus Blue Jackets,29,2,,37,26,4,2021-2022
0.496061,82,261,3.18292,211,2.57317,37,13,0.869955,0.852018,0.46951,77,0.138888,0.189814,29,20212022,31.9756,29.26829,San Jose Sharks,28,3,,32,22,3,2021-2022
0.482039,82,266,3.2439,228,2.78048,37,14,0.834821,0.808036,0.46341,76,0.200913,0.219178,27,20212022,33.2317,29.18292,Anaheim Ducks,24,4,,31,22,4,2021-2022
0.459936,82,287,3.5,229,2.79268,39,11,0.792452,0.764151,0.45731,75,0.184684,0.211711,29,20212022,32.95121,29.89024,Buffalo Sabres,7,1,,32,25,3,2021-2022
0.493629,82,310,3.78048,227,2.76829,40,10,0.755555,0.737778,0.45121,74,0.118942,0.162995,29,20212022,33.67073,29.43902,Detroit Red Wings,17,4,,32,21,3,2021-2022
0.479238,82,264,3.21951,224,2.7317,42,7,0.839357,0.803213,0.44512,73,0.176954,0.193415,30,20212022,33.41463,30.03658,Ottawa Senators,9,2,,33,26,3,2021-2022
0.496394,82,289,3.52439,213,2.59756,42,12,0.7713,0.762332,0.41463,68,0.167346,0.191836,22,20212022,32.96341,28.80487,Chicago Blackhawks,16,4,,28,16,6,2021-2022
0.468472,82,302,3.68292,245,2.9878,46,9,0.830188,0.801887,0.38414,63,0.093333,0.155555,24,20212022,30.9756,31.2439,New Jersey Devils,1,2,,27,19,3,2021-2022
0.521405,82,294,3.58536,210,2.56097,46,11,0.782978,0.757447,0.37195,61,0.079497,0.125523,24,20212022,33.96341,30.96341,Philadelphia Flyers,4,1,,25,20,1,2021-2022
0.476654,82,284,3.46341,213,2.59756,49,6,0.784753,0.748879,0.36585,60,0.113636,0.145454,24,20212022,28.86585,29.02439,Seattle Kraken,55,3,,27,23,3,2021-2022
0.472608,82,309,3.76829,206,2.51219,50,7,0.761718,0.75,0.34756,57,0.118811,0.138613,24,20212022,35.4878,25.86585,Arizona Coyotes,53,1,,25,18,1,2021-2022
0.491841,82,317,3.86585,218,2.65853,49,11,0.777372,0.755475,0.33536,55,0.088709,0.137096,19,20212022,34.42682,29.78048,Montréal Canadiens,8,3,,22,16,3,2021-2022
0.495164,56,122,2.17857,190,3.39285,14,2,0.895833,0.868056,0.73214,82,0.166666,0.17816,39,20202021,27.26785,32.66071,Vegas Golden Knights,54,7,,40,30,1,2020-2021
0.516228,56,132,2.35714,197,3.51785,13,4,0.836158,0.830509,0.73214,82,0.21256,0.227053,39,20202021,25.41071,34.58928,Colorado Avalanche,21,8,,39,35,0,2020-2021
0.538686,56,134,2.39285,175,3.125,12,8,0.892045,0.852273,0.71428,80,0.219512,0.256097,32,20202021,28.23214,32.03571,Carolina Hurricanes,12,6,,36,27,4,2020-2021
0.501801,56,151,2.69642,188,3.35714,14,5,0.821428,0.79762,0.70535,79,0.18421,0.205263,36,20202021,30.03571,34.89285,Florida Panthers,13,3,,37,26,1,2020-2021
0.492948,56,155,2.76785,193,3.44642,16,3,0.812903,0.774194,0.6875,77,0.210526,0.236842,34,20202021,29.98214,30.07142,Pittsburgh Penguins,5,5,,37,29,3,2020-2021
0.492022,56,161,2.875,188,3.35714,15,5,0.851851,0.839507,0.6875,77,0.196078,0.248366,33,20202021,28.78571,29.41071,Washington Capitals,15,4,,36,29,3,2020-2021
0.510902,56,148,2.64285,186,3.32142,14,7,0.805555,0.784723,0.6875,77,0.154838,0.2,34,20202021,27.82142,31.26785,Toronto Maple Leafs,10,3,,35,29,1,2020-2021
0.501119,56,145,2.58928,180,3.21428,17,3,0.857923,0.841531,0.66964,75,0.205555,0.222222,35,20202021,28.26785,30.21428,Tampa Bay Lightning,14,6,,36,29,1,2020-2021
0.465194,56,159,2.83928,180,3.21428,16,5,0.819875,0.807454,0.66964,75,0.157575,0.175757,34,20202021,30.44642,28.30357,Minnesota Wild,30,4,,35,27,1,2020-2021
0.55254,56,134,2.39285,164,2.92857,16,7,0.910112,0.859551,0.65178,73,0.18125,0.21875,29,20202021,27.07142,33.32142,Boston Bruins,6,6,,33,25,4,2020-2021
0.504198,56,154,2.75,183,3.26785,19,2,0.837662,0.824676,0.64285,72,0.252873,0.275862,35,20202021,30.66071,29.89285,Edmonton Oilers,22,3,,35,31,0,2020-2021
0.513717,56,125,2.23214,152,2.71428,17,7,0.866666,0.837038,0.63392,71,0.1875,0.1875,28,20202021,28.39285,28.98214,New York Islanders,2,10,,32,24,4,2020-2021
0.516989,56,154,2.75,151,2.69642,23,2,0.790697,0.755814,0.57142,64,0.163522,0.1761,26,20202021,31.30357,29.98214,Nashville Predators,18,5,,31,21,5,2020-2021
0.504565,56,152,2.71428,170,3.03571,23,3,0.825503,0.80537,0.5625,63,0.21118,0.229813,30,20202021,30.58928,29.66071,Winnipeg Jets,52,5,,30,24,0,2020-2021
0.533227,56,167,2.98214,167,2.98214,20,9,0.812865,0.777778,0.5625,63,0.225806,0.232258,25,20202021,29.82142,28.96428,St. Louis Blues,19,1,,27,19,2,2020-2021
0.444811,56,155,2.76785,176,3.14285,23,6,0.869822,0.822486,0.53571,60,0.184357,0.206703,26,20202021,29.71428,28.69642,New York Rangers,3,5,,27,24,1,2020-2021
0.518334,56,148,2.64285,156,2.78571,19,14,0.810457,0.79085,0.53571,60,0.210191,0.235668,21,20202021,27.10714,30.33928,Dallas Stars,25,4,,23,17,2,2020-2021
0.483943,56,165,2.94642,158,2.82142,21,11,0.837209,0.784884,0.52678,59,0.178807,0.192052,23,20202021,28.19642,31.17857,Montréal Canadiens,8,1,,24,20,1,2020-2021
0.540254,56,197,3.51785,160,2.85714,23,8,0.736526,0.730539,0.51785,58,0.155688,0.191616,22,20202021,29.21428,30.21428,Philadelphia Flyers,4,3,,25,17,3,2020-2021
0.499513,56,160,2.85714,155,2.76785,27,3,0.813953,0.802326,0.49107,55,0.142857,0.182857,25,20202021,28.16071,30.16071,Calgary Flames,20,4,,26,22,1,2020-2021
0.463446,56,184,3.28571,159,2.83928,25,7,0.788079,0.768212,0.49107,55,0.177142,0.217142,22,20202021,33.71428,29.19642,Chicago Blackhawks,16,4,,24,15,2,2020-2021
0.490669,56,174,3.10714,150,2.67857,26,6,0.820359,0.808384,0.48214,54,0.185393,0.207865,21,20202021,30.46428,27.46428,Arizona Coyotes,53,4,,24,19,3,2020-2021
0.47387,56,189,3.375,155,2.76785,28,5,0.830409,0.789474,0.45535,51,0.126436,0.155172,21,20202021,32.125,29.69642,Ottawa Senators,9,2,,23,18,2,2020-2021
0.523402,56,187,3.33928,148,2.64285,29,4,0.830601,0.797815,0.44642,50,0.148387,0.174193,20,20202021,33.39285,29.08928,Vancouver Canucks,23,1,,23,17,3,2020-2021
0.484157,56,196,3.5,146,2.60714,28,7,0.831521,0.804348,0.4375,49,0.115384,0.141025,16,20202021,31.98214,30.03571,San Jose Sharks,28,2,,21,15,5,2020-2021
0.506205,56,169,3.01785,142,2.53571,28,7,0.855345,0.836478,0.4375,49,0.171597,0.189349,20,20202021,31.17857,28.33928,Los Angeles Kings,26,2,,21,19,1,2020-2021
0.500822,56,168,3.0,125,2.23214,27,10,0.787096,0.787097,0.42857,48,0.087248,0.114093,17,20202021,31.89285,27.28571,Detroit Red Wings,17,2,,19,16,2,2020-2021
0.453119,56,184,3.28571,134,2.39285,26,12,0.834586,0.789474,0.42857,48,0.136752,0.153846,15,20202021,32.41071,29.01785,Columbus Blue Jackets,29,2,,18,12,3,2020-2021
0.465723,56,189,3.375,145,2.58928,30,7,0.729729,0.70946,0.40178,45,0.109677,0.141935,19,20202021,31.01785,28.78571,New Jersey Devils,1,3,,19,15,0,2020-2021
0.510262,56,177,3.16071,124,2.21428,30,9,0.810975,0.798781,0.38392,43,0.04878,0.08943,15,20202021,30.57142,26.78571,Anaheim Ducks,24,4,,17,11,2,2020-2021
0.495905,56,196,3.5,134,2.39285,34,7,0.812949,0.776979,0.33035,37,0.174825,0.20979,11,20202021,33.73214,28.42857,Buffalo Sabres,7,0,,15,11,4,2020-2021
0.509695,70,167,2.38571,227,3.24285,14,12,0.86574,0.842593,0.71428,100,0.221238,0.252212,44,20192020,30.04285,32.1,Boston Bruins,6,8,,44,38,0,2019-2020
0.515671,71,190,2.67605,223,3.14084,19,10,0.817733,0.793104,0.66197,94,0.212871,0.242574,40,20192020,29.57746,30.69014,St. Louis Blues,19,5,,42,33,2,2019-2020
0.505208,70,194,2.77142,243,3.47142,21,6,0.839826,0.813853,0.65714,92,0.198113,0.231132,41,20192020,30.92857,31.08571,Tampa Bay Lightning,14,4,,43,35,2,2019-2020
0.49597,70,190,2.71428,236,3.37142,20,8,0.85238,0.814286,0.65714,92,0.165975,0.190871,41,20192020,31.32857,32.24285,Colorado Avalanche,21,4,,42,37,1,2019-2020
0.483135,69,212,3.07246,236,3.42028,20,8,0.850622,0.825727,0.65217,90,0.152777,0.194444,37,20192020,30.20289,31.97101,Washington Capitals,15,1,,41,31,4,2019-2020
0.546029,69,191,2.76811,227,3.28985,21,7,0.856459,0.818182,0.64492,89,0.181415,0.207964,36,20192020,28.65217,31.3913,Philadelphia Flyers,4,3,,41,31,5,2019-2020
0.488676,69,196,2.84057,221,3.20289,23,6,0.852631,0.821053,0.62318,86,0.175355,0.199052,37,20192020,29.72463,31.94202,Pittsburgh Penguins,5,4,,40,29,3,2019-2020
0.500118,71,209,2.94366,224,3.15492,24,8,0.808411,0.766356,0.60563,86,0.204188,0.219895,36,20192020,29.32394,34.50704,Vegas Golden Knights,54,6,,39,30,3,2019-2020
0.489821,71,215,3.02816,223,3.14084,25,9,0.859296,0.844222,0.5845,83,0.245,0.295,35,20192020,32.02816,29.57746,Edmonton Oilers,22,2,,37,31,2,2019-2020
0.518277,69,174,2.52173,178,2.57971,24,8,0.820276,0.797236,0.5942,82,0.190954,0.211055,35,20192020,31.55072,30.62318,Dallas Stars,25,2,,37,26,2,2019-2020
0.505402,68,193,2.83823,217,3.19117,25,5,0.880658,0.839507,0.59558,81,0.203883,0.2233,33,20192020,29.32352,33.25,Carolina Hurricanes,12,6,,38,27,5,2019-2020
0.524974,70,222,3.17142,237,3.38571,25,9,0.803108,0.777203,0.57857,81,0.194871,0.230769,35,20192020,31.9,32.88571,Toronto Maple Leafs,10,4,,36,28,1,2019-2020
0.484934,70,183,2.61428,180,2.57142,22,15,0.834319,0.816569,0.57857,81,0.137566,0.164021,33,20192020,29.88571,32.45714,Columbus Blue Jackets,29,7,,33,25,0,2019-2020
0.500881,71,201,2.83098,213,3.0,28,6,0.810344,0.775863,0.56338,80,0.190243,0.204878,34,20192020,32.60563,31.29577,Winnipeg Jets,52,6,,37,30,3,2019-2020
0.498479,68,190,2.79411,189,2.77941,23,10,0.840909,0.806819,0.58823,80,0.142857,0.172619,32,20192020,31.22058,29.64705,New York Islanders,2,3,,35,24,3,2019-2020
0.46582,70,220,3.14285,233,3.32857,28,5,0.808695,0.773914,0.56428,79,0.202643,0.229074,36,20192020,34.01428,31.07142,New York Rangers,3,3,,37,31,1,2019-2020
0.490776,70,214,3.05714,204,2.91428,27,7,0.85204,0.821429,0.56428,79,0.165803,0.212435,30,20192020,32.44285,31.6,Calgary Flames,20,4,,36,25,6,2019-2020
0.540419,69,214,3.10144,224,3.24637,27,6,0.827906,0.804652,0.56521,78,0.224576,0.241525,32,20192020,33.28985,31.20289,Vancouver Canucks,23,2,,36,27,4,2019-2020
0.522643,69,214,3.10144,212,3.07246,26,8,0.788732,0.760564,0.56521,78,0.137168,0.172566,32,20192020,31.26086,33.14492,Nashville Predators,18,7,,35,28,3,2019-2020
0.502871,69,224,3.24637,228,3.30434,26,8,0.806451,0.784947,0.56521,78,0.189573,0.21327,32,20192020,32.27536,32.65217,Florida Panthers,13,2,,35,30,3,2019-2020
0.484312,69,217,3.14492,218,3.15942,27,7,0.786407,0.771845,0.55797,77,0.185185,0.212962,33,20192020,30.65217,30.10144,Minnesota Wild,30,6,,35,30,2,2019-2020
0.49121,70,183,2.61428,190,2.71428,29,8,0.852791,0.827412,0.52857,74,0.168224,0.191588,28,20192020,32.42857,31.71428,Arizona Coyotes,53,4,,33,26,5,2019-2020
0.499364,70,214,3.05714,208,2.97142,30,8,0.850241,0.821257,0.51428,72,0.115207,0.152073,28,20192020,35.11428,31.81428,Chicago Blackhawks,16,1,,32,23,4,2019-2020
0.504353,71,220,3.09859,208,2.92957,31,9,0.815165,0.78673,0.5,71,0.150537,0.177419,27,20192020,31.09859,34.11267,Montréal Canadiens,8,4,,31,19,4,2019-2020
0.458553,69,215,3.11594,193,2.7971,31,8,0.772972,0.745946,0.49275,68,0.132653,0.188775,28,20192020,31.13043,29.28985,Buffalo Sabres,7,3,,30,22,2,2019-2020
0.468421,69,224,3.24637,185,2.68115,29,12,0.864253,0.82353,0.49275,68,0.136752,0.179487,24,20192020,32.69565,30.68115,New Jersey Devils,1,4,,28,22,4,2019-2020
0.505329,71,225,3.16901,182,2.56338,33,9,0.816901,0.769954,0.47183,67,0.119565,0.146739,24,20192020,32.14084,29.66197,Anaheim Ducks,24,1,,29,20,5,2019-2020
0.508004,70,209,2.98571,177,2.52857,35,6,0.8,0.773685,0.45714,64,0.165803,0.170984,28,20192020,29.7,33.21428,Los Angeles Kings,26,1,,29,21,1,2019-2020
0.489389,70,225,3.21428,180,2.57142,36,5,0.888392,0.857143,0.45,63,0.142857,0.174603,27,20192020,30.57142,30.01428,San Jose Sharks,28,2,,29,22,2,2019-2020
0.502593,71,238,3.35211,190,2.67605,34,12,0.826086,0.76087,0.43661,62,0.113744,0.14218,24,20192020,33.57746,30.61971,Ottawa Senators,9,0,,25,18,1,2019-2020
0.494696,71,265,3.73239,142,2.0,49,5,0.761061,0.743363,0.27464,39,0.088372,0.148837,14,20192020,32.80281,27.09859,Detroit Red Wings,17,1,,17,13,3,2019-2020
0.512091,82,221,2.69512,319,3.89024,16,4,0.895131,0.850188,0.78048,128,0.270992,0.282442,56,20182019,32.10975,31.95121,Tampa Bay Lightning,14,6,,62,49,6,2018-2019
0.523659,82,223,2.71951,289,3.52439,25,7,0.869918,0.796748,0.65243,107,0.167272,0.192727,50,20182019,28.07317,32.39024,Calgary Flames,20,3,,50,45,0,2018-2019
0.507231,82,212,2.58536,257,3.13414,24,9,0.827868,0.799181,0.65243,107,0.199203,0.258964,47,20182019,29.46341,32.68292,Boston Bruins,6,9,,49,38,2,2018-2019
0.457336,82,248,3.02439,274,3.34146,26,8,0.808429,0.789273,0.63414,104,0.18644,0.207627,44,20182019,31.51219,30.39024,Washington Capitals,15,4,,48,39,4,2018-2019
0.474424,82,191,2.32926,223,2.71951,27,7,0.826484,0.799087,0.62804,103,0.140969,0.145374,43,20182019,30.90243,28.78048,New York Islanders,2,11,,48,37,5,2018-2019
0.503176,82,258,3.14634,289,3.52439,27,9,0.846153,0.807693,0.61585,101,0.19917,0.236514,46,20182019,28.32926,33.02439,San Jose Sharks,28,5,,46,38,0,2018-2019
0.51544,82,212,2.58536,236,2.87804,29,6,0.852589,0.820718,0.60975,100,0.098039,0.129411,43,20182019,29.9878,32.65853,Nashville Predators,18,7,,47,38,4,2018-2019
0.530147,82,249,3.03658,286,3.4878,28,8,0.823529,0.79902,0.60975,100,0.175355,0.218009,46,20182019,33.13414,33.36585,Toronto Maple Leafs,10,3,,46,40,0,2018-2019
0.505704,82,238,2.90243,271,3.30487,26,12,0.851351,0.797298,0.60975,100,0.179824,0.245614,42,20182019,33.28048,33.30487,Pittsburgh Penguins,5,7,,44,37,2,2018-2019
0.506995,82,243,2.96341,270,3.29268,30,5,0.832,0.792,0.60365,99,0.22,0.248,45,20182019,33.42682,31.18292,Winnipeg Jets,52,3,,47,38,2,2018-2019
0.490338,82,221,2.69512,243,2.96341,29,7,0.849372,0.8159,0.60365,99,0.145748,0.178137,44,20182019,28.57317,34.41463,Carolina Hurricanes,12,6,,46,39,2,2018-2019
0.51395,82,220,2.68292,244,2.9756,28,9,0.836206,0.814656,0.60365,99,0.181434,0.21097,42,20182019,28.59756,31.75609,St. Louis Blues,19,9,,45,36,3,2018-2019
0.502477,82,231,2.81707,256,3.12195,31,4,0.89,0.85,0.59756,98,0.126696,0.153846,45,20182019,29.4878,31.60975,Columbus Blue Jackets,29,9,,47,37,2,2018-2019
0.49412,82,236,2.87804,246,3.0,30,8,0.829875,0.809129,0.58536,96,0.115384,0.132478,41,20182019,31.07317,34.09756,Montréal Canadiens,8,4,,44,37,3,2018-2019
0.518769,82,200,2.43902,209,2.54878,32,7,0.844537,0.827732,0.56707,93,0.200934,0.21028,42,20182019,31.59756,30.71951,Dallas Stars,25,10,,43,36,1,2018-2019
0.50396,82,228,2.78048,246,3.0,32,7,0.856521,0.808696,0.56707,93,0.159482,0.168103,40,20182019,29.25609,34.31707,Vegas Golden Knights,54,9,,43,36,3,2018-2019
0.48123,82,244,2.9756,258,3.14634,30,14,0.819852,0.786765,0.54878,90,0.202797,0.220279,36,20182019,31.93902,32.63414,Colorado Avalanche,21,5,,38,33,2,2018-2019
0.478829,82,220,2.68292,209,2.54878,35,8,0.920353,0.849558,0.52439,86,0.127906,0.16279,35,20182019,30.81707,30.7439,Arizona Coyotes,53,6,,39,30,4,2018-2019
0.498225,82,273,3.32926,264,3.21951,32,14,0.826086,0.813044,0.52439,86,0.21933,0.267657,33,20182019,30.68292,32.9878,Florida Panthers,13,1,,36,26,3,2018-2019
0.494957,82,291,3.54878,267,3.25609,34,12,0.753246,0.727273,0.51219,84,0.172268,0.20168,33,20182019,34.78048,32.54878,Chicago Blackhawks,16,2,,36,24,3,2018-2019
0.493735,82,233,2.84146,210,2.56097,36,9,0.8375,0.816667,0.50609,83,0.186721,0.203319,36,20182019,29.5,31.30487,Minnesota Wild,30,2,,37,33,1,2018-2019
0.547322,82,280,3.41463,241,2.93902,37,8,0.801687,0.784811,0.5,82,0.123931,0.17094,34,20182019,32.5,31.5,Philadelphia Flyers,4,3,,37,28,3,2018-2019
0.494955,82,248,3.02439,219,2.67073,36,11,0.838582,0.811024,0.4939,81,0.139442,0.171314,29,20182019,31.67073,29.67073,Vancouver Canucks,23,1,,35,22,6,2018-2019
0.513403,82,248,3.02439,196,2.39024,37,10,0.815498,0.797048,0.4878,80,0.122641,0.169811,32,20182019,33.2317,27.69512,Anaheim Ducks,24,4,,35,27,3,2018-2019
0.483783,82,271,3.30487,229,2.79268,38,9,0.788617,0.747968,0.4817,79,0.18018,0.211711,32,20182019,31.69512,29.17073,Edmonton Oilers,22,5,,35,24,3,2018-2019
0.469225,82,267,3.25609,221,2.69512,36,14,0.80827,0.781955,0.4756,78,0.176211,0.193832,26,20182019,33.82926,29.18292,New York Rangers,3,2,,32,23,6,2018-2019
0.479064,82,268,3.26829,221,2.69512,39,10,0.823255,0.809303,0.46341,76,0.156779,0.194915,28,20182019,32.9756,32.89024,Buffalo Sabres,7,2,,33,21,5,2018-2019
0.50771,82,272,3.31707,224,2.7317,40,10,0.8,0.771429,0.45121,74,0.148148,0.180555,29,20182019,33.67073,29.19512,Detroit Red Wings,17,2,,32,20,3,2018-2019
0.493469,82,271,3.30487,219,2.67073,41,10,0.882352,0.843138,0.43902,72,0.137795,0.177165,28,20182019,31.60975,30.34146,New Jersey Devils,1,6,,31,24,3,2018-2019
0.504606,82,259,3.15853,199,2.42682,42,9,0.782608,0.765218,0.43292,71,0.099547,0.158371,28,20182019,31.43902,28.75609,Los Angeles Kings,26,5,,31,22,3,2018-2019
0.495742,82,301,3.67073,242,2.95121,47,6,0.810185,0.791667,0.39024,64,0.168141,0.203539,29,20182019,35.7439,29.62195,Ottawa Senators,9,4,,29,23,0,2018-2019
0.53301,82,204,2.4878,261,3.18292,18,11,0.852842,0.819398,0.71341,117,0.194139,0.212454,47,20172018,32.42682,32.20731,Nashville Predators,18,11,,53,42,6,2017-2018
0.524035,82,216,2.63414,273,3.32926,20,10,0.850364,0.817519,0.69512,114,0.208029,0.233576,48,20172018,31.86585,32.2317,Winnipeg Jets,52,7,,52,43,4,2017-2018
0.48222,82,234,2.85365,290,3.53658,23,5,0.794776,0.761195,0.68902,113,0.22826,0.23913,48,20172018,32.71951,32.68292,Tampa Bay Lightning,14,8,,54,42,6,2017-2018
0.507483,82,211,2.57317,267,3.25609,20,12,0.873469,0.836735,0.68292,112,0.196911,0.235521,47,20172018,29.25609,32.96341,Boston Bruins,6,4,,50,41,3,2017-2018
0.489071,82,225,2.7439,268,3.26829,24,7,0.848101,0.814346,0.66463,109,0.189516,0.209677,47,20172018,30.7439,32.75609,Vegas Golden Knights,54,5,,51,39,4,2017-2018
0.504086,82,238,2.90243,256,3.12195,26,7,0.817843,0.802974,0.64024,105,0.192622,0.225409,46,20172018,31.86585,29.01219,Washington Capitals,15,3,,49,38,3,2017-2018
0.518218,82,230,2.80487,270,3.29268,26,7,0.831168,0.813853,0.64024,105,0.227678,0.25,42,20172018,33.85365,32.19512,Toronto Maple Leafs,10,8,,49,37,7,2017-2018
0.49804,82,229,2.79268,250,3.04878,26,11,0.838235,0.8125,0.61585,101,0.179166,0.204166,42,20172018,31.32926,30.19512,Minnesota Wild,30,6,,45,38,3,2017-2018
0.512615,82,209,2.54878,231,2.81707,25,13,0.868613,0.832117,0.61585,101,0.158878,0.17757,40,20172018,33.12195,30.18292,Anaheim Ducks,24,9,,44,35,4,2017-2018
0.50254,82,248,3.02439,270,3.29268,29,6,0.822641,0.8,0.60975,100,0.25,0.261538,45,20172018,31.13414,34.42682,Pittsburgh Penguins,5,4,,47,33,2,2017-2018
0.512522,82,226,2.75609,247,3.01219,27,10,0.883928,0.848215,0.60975,100,0.194552,0.206225,40,20172018,30.34146,32.95121,San Jose Sharks,28,6,,45,35,5,2017-2018
0.497338,82,202,2.46341,237,2.89024,29,8,0.86923,0.85,0.59756,98,0.1875,0.204166,43,20172018,30.93902,31.02439,Los Angeles Kings,26,8,,45,34,2,2017-2018
0.532626,82,236,2.87804,249,3.03658,26,14,0.7713,0.757848,0.59756,98,0.168582,0.206896,40,20172018,29.85365,32.08536,Philadelphia Flyers,4,3,,42,31,2,2017-2018
0.484066,82,226,2.75609,236,2.87804,30,7,0.780373,0.761683,0.59146,97,0.140969,0.171806,39,20172018,31.30487,33.67073,Columbus Blue Jackets,29,5,,45,30,6,2017-2018
0.469877,82,240,2.92682,243,2.96341,29,9,0.864341,0.81783,0.59146,97,0.190476,0.214285,39,20172018,31.90243,31.69512,New Jersey Devils,1,2,,44,33,5,2017-2018
0.507448,82,243,2.96341,245,2.9878,30,8,0.845814,0.801763,0.58536,96,0.168674,0.188755,41,20172018,34.60975,34.41463,Florida Panthers,13,7,,44,38,3,2017-2018
0.442212,82,236,2.87804,255,3.10975,30,9,0.858736,0.832714,0.57926,95,0.175675,0.219594,41,20172018,33.30487,29.65853,Colorado Avalanche,21,5,,43,35,2,2017-2018
0.506002,82,222,2.70731,223,2.71951,32,6,0.818181,0.796537,0.57317,94,0.117886,0.154471,41,20172018,29.7317,32.64634,St. Louis Blues,19,4,,44,33,3,2017-2018
0.525077,82,222,2.70731,231,2.81707,32,8,0.83274,0.80783,0.56097,92,0.151639,0.192622,38,20172018,29.84146,31.21951,Dallas Stars,25,6,,42,33,4,2017-2018
0.49367,82,243,2.96341,216,2.63414,35,10,0.843866,0.817844,0.51219,84,0.133828,0.159851,35,20172018,31.14634,33.64634,Calgary Flames,20,3,,37,28,2,2017-2018
0.540641,82,253,3.08536,225,2.7439,35,11,0.790575,0.77487,0.50609,83,0.158995,0.1841,33,20172018,28.86585,33.90243,Carolina Hurricanes,12,2,,36,30,3,2017-2018
0.488717,82,293,3.57317,261,3.18292,37,10,0.753191,0.731915,0.4878,80,0.188,0.232,32,20172018,35.58536,31.36585,New York Islanders,2,2,,35,25,3,2017-2018
0.486882,82,262,3.19512,229,2.79268,40,6,0.812244,0.767347,0.4756,78,0.123809,0.147619,31,20172018,32.12195,33.41463,Edmonton Oilers,22,1,,36,24,5,2017-2018
0.492765,82,263,3.20731,228,2.78048,39,9,0.834008,0.813766,0.46951,77,0.190871,0.211618,31,20172018,35.34146,30.95121,New York Rangers,3,3,,34,24,3,2017-2018
0.492528,82,254,3.09756,228,2.78048,39,10,0.812765,0.79149,0.46341,76,0.133828,0.159851,32,20172018,32.89024,34.06097,Chicago Blackhawks,16,2,,33,26,1,2017-2018
0.495205,82,259,3.15853,218,2.65853,40,11,0.807971,0.782609,0.44512,73,0.174089,0.214574,31,20172018,32.20731,30.04878,Vancouver Canucks,23,4,,31,25,0,2017-2018
0.48852,82,254,3.09756,212,2.58536,39,13,0.810077,0.775194,0.44512,73,0.153846,0.175213,25,20172018,31.86585,30.36585,Detroit Red Wings,17,4,,30,22,5,2017-2018
0.475481,82,258,3.14634,207,2.52439,40,13,0.76806,0.741445,0.43292,71,0.187755,0.212244,27,20172018,32.31707,32.76829,Montréal Canadiens,8,4,,29,24,2,2017-2018
0.477397,82,251,3.06097,206,2.51219,41,12,0.808888,0.8,0.42682,70,0.127572,0.168724,27,20172018,32.21951,29.87804,Arizona Coyotes,53,5,,29,20,2,2017-2018
